9	10
7	8
9	9
1	2
16	16
13	13
12	12
12	12
5	5
1	2
7	7
7	7
11	12
10	11
6	7
11	11
12	12
9	9
5	6
1	4
2	2
5	5
11	12
1	2
1	2
1	2
10	10
9	9
8	8
10	10
11	12
12	13
5	5
5	5
6	6
5	5
10	10
11	13
1	2
12	13
7	7
3	4
3	6
3	6
6	7
1	1
15	16
14	15
10	11
6	7
3	3
6	7
10	10
7	7
7	8
3	3
12	12
11	11
4	4
4	4
3	4
7	7
17	17
1	2
5	7
5	7
5	6
4	5
11	12
8	8
4	4
4	4
12	12
11	11
4	5
6	6
4	4
4	4
9	10
8	9
1	1
1	1
10	10
1	2
28	29
27	28
15	16
10	11
10	11
15	15
5	6
5	6
19	19
9	10
9	10
6	7
12	12
5	6
10	13
9	12
9	9
2	3
6	6
11	11
3	4
3	4
15	15
1	2
3	4
3	3
9	9
2	3
22	23
21	22
17	18
16	17
22	22
11	12
10	10
1	2
7	8
7	8
6	6
3	4
14	14
4	5
11	12
10	11
2	3
2	3
1	1
2	2
1	1
1	1
6	6
5	5
21	22
20	21
9	9
3	4
7	9
1	3
6	6
2	3
2	3
2	3
6	6
5	5
3	3
1	2
1	2
5	7
3	4
3	4
5	6
5	6
11	11
10	10
1	1
1	1
4	4
7	7
17	17
15	15
1	1
1	1
1	1
1	1
6	7
6	7
21	21
10	11
16	16
15	15
6	6
4	4
14	14
7	7
12	13
11	12
5	5
5	6
12	13
11	12
10	11
9	10
10	11
2	3
16	16
15	15
1	1
10	11
8	8
7	7
10	10
9	9
5	6
5	6
12	13
10	11
7	7
7	7
1	2
1	2
12	13
13	13
3	5
1	2
3	8
3	7
4	5
4	5
5	5
4	4
23	24
1	2
1	2
20	21
13	13
12	12
1	1
5	6
11	11
3	4
2	2
5	5
16	17
6	6
13	13
4	4
6	8
9	12
8	8
3	3
11	13
6	7
15	15
7	7
8	9
10	11
10	10
6	7
5	5
3	7
9	9
7	7
2	3
4	4
1	1
1	1
19	19
5	6
6	6
4	5
3	4
1	1
7	8
7	8
8	8
7	7
1	2
6	7
2	2
4	5
18	18
8	8
4	4
3	3
15	15
11	11
9	9
4	4
9	9
8	8
16	16
8	8
5	6
5	6
4	4
4	4
2	3
1	2
5	6
8	8
6	6
1	1
11	12
6	7
6	6
1	1
17	17
4	5
20	21
20	21
15	15
1	2
14	14
6	6
2	3
4	5
2	3
7	8
10	11
10	11
8	8
3	3
15	15
1	2
13	13
11	12
9	10
7	7
8	9
7	8
6	6
6	6
7	7
1	2
14	14
11	12
9	10
10	10
8	8
8	8
17	17
15	15
30	30
29	29
10	12
29	29
3	4
5	6
7	7
9	10
23	24
21	22
10	11
8	9
12	12
8	9
9	11
13	13
3	4
4	4
15	16
18	18
6	6
4	4
10	10
15	15
8	8
3	4
4	4
10	11
9	10
10	10
6	7
1	2
18	18
10	10
3	3
7	8
18	19
16	17
9	9
10	10
1	1
1	1
6	7
6	7
11	11
4	5
7	7
5	5
11	11
10	10
12	12
11	11
5	6
7	8
3	5
3	5
11	11
10	10
1	1
1	1
1	2
7	7
4	4
4	4
3	3
6	7
5	6
5	6
9	9
8	8
3	3
5	6
18	19
6	6
25	26
24	24
8	8
7	7
3	3
3	3
10	10
3	4
5	5
1	2
10	11
7	8
29	30
29	29
7	7
7	7
8	8
1	2
3	4
10	11
11	12
10	11
3	3
10	10
1	1
1	1
13	13
4	4
21	21
20	20
9	9
11	11
15	16
18	18
5	5
5	5
3	4
5	6
2	2
2	4
10	11
9	10
4	4
4	4
34	34
20	21
16	17
4	5
4	4
4	4
6	6
6	6
15	15
8	9
12	13
11	12
3	4
2	3
12	13
2	4
4	4
1	1
28	29
27	28
19	19
4	5
6	6
6	6
24	24
1	2
4	4
5	6
3	4
3	4
28	28
27	27
4	5
3	4
12	13
11	12
9	9
8	8
12	13
10	11
11	12
11	12
1	1
1	1
22	22
20	20
4	5
7	8
15	16
3	3
10	10
9	9
10	10
7	7
5	5
5	6
15	16
18	18
9	9
10	11
1	2
2	2
19	20
9	10
1	2
7	8
3	4
3	4
16	16
5	5
1	2
1	2
7	7
3	4
3	3
1	1
7	8
7	8
13	13
7	7
3	5
3	5
6	6
7	8
1	1
1	1
5	5
5	5
3	3
3	3
9	9
2	3
27	27
24	24
5	5
5	6
5	6
7	8
3	4
1	2
4	4
4	5
10	10
8	8
8	8
4	4
10	10
5	5
3	3
3	3
11	12
9	10
8	9
6	7
19	19
1	2
4	5
4	5
11	12
4	5
6	9
1	2
29	29
27	27
8	9
8	9
6	7
12	12
6	7
6	7
1	2
3	4
4	5
4	5
6	6
4	5
8	9
8	9
6	7
6	7
4	5
3	4
4	6
4	5
8	10
1	3
8	9
1	1
12	12
5	6
8	8
1	2
3	3
3	3
8	9
7	8
1	1
7	8
3	3
1	2
1	1
7	7
7	8
6	6
16	16
15	15
6	6
3	4
7	7
7	7
1	1
1	1
11	11
3	3
5	6
5	6
12	12
4	5
13	14
8	8
9	10
5	6
18	18
3	4
